(-52.58264547090079+55.415277834357475j),(-52.582645470810284-55.41527783433387j) ,(-52.58264547089088-55.41527783436019j)
(15.685124498606157-63.272552543269825j),(15.685124498574975+63.27255254346467j) ,(15.68512449860419+63.27255254327272j)
(35.380273996605354-31.029323774806663j),(35.38027399655144+31.029323774754147j) ,(35.38027399662886+31.029323774791557j)
(59.563184705894436+18.498426429539812j),(59.56318470598424-18.498426429610607j) ,(59.56318470589298-18.498426429543777j)
(43.27218771028473+35.68251927196475j),(43.272187710369074-35.68251927191468j) ,(43.2721877102738-35.682519271972595j)
(31.457797550327804+37.36250286455554j),(31.45779755044471-37.36250286449781j) ,(31.45779755032968-37.36250286454551j)
(20.095058370567642+15.335294050484654j),(20.09505837060903-15.335294050418318j) ,(20.09505837057899-15.335294050485887j)
(253.89437515575528+43.53594541412666j),(253.89437515592573-43.53594541424035j) ,(253.89437515576603-43.53594541412659j)
(-49.977500700630216-120.37365912040893j),(-49.97750070042836+120.37365912044064j) ,(-49.977500700627786+120.37365912041363j)
(78.80859426281074-35.78638635257658j),(78.80859426304872+35.78638635257527j) ,(78.80859426280446+35.78638635257539j)
(-20.59264868970945-36.02709162620564j),(-20.592648689570265+36.027091626192984j) ,(-20.59264868971311+36.02709162621474j)
(-130.28614419105398-87.12326634044814j),(-130.28614419058636+87.12326634016736j) ,(-130.28614419104443+87.12326634044477j)
(118.12282968223073-111.5256450958323j),(118.12282968285089+111.52564509611342j) ,(118.12282968224096+111.52564509584194j)
(34.549256514060595+51.360250603269506j),(34.54925651442935-51.36025060302873j) ,(34.549256514073136-51.36025060325932j)
(-75.77099653246398-76.82312427492528j),(-75.77099653218231+76.8231242752389j) ,(-75.77099653246937+76.82312427492309j)
(108.21213432740231+96.57704089292739j),(108.21213432746404-96.57704089270665j) ,(108.21213432739337-96.57704089294214j)
(9.024091435381983+10.158615377831426j),(9.024091435691012-10.158615377565905j) ,(9.024091435385998-10.158615377839205j)
(-45.38323694806705-39.18158767095932j),(-45.383236948119134+39.18158767134844j) ,(-45.38323694806259+39.18158767096708j)
(88.38513152334939-12.907401681195806j),(88.38513152329145+12.90740168138068j) ,(88.38513152336938+12.907401681169347j)
(-7.120893417160815+155.91639546775198j),(-7.120893417193802-155.9163954675965j) ,(-7.120893417144508-155.9163954677593j)
(-2.602899231757064-19.771340237933256j),(-2.6028992317935167+19.771340238131103j) ,(-2.6028992317487285+19.77134023794498j)
(-20.345376308291527-97.58492264660076j),(-20.345376308329012+97.58492264682604j) ,(-20.34537630827719+97.58492264659193j)
(4.94127376826772+104.86811151657692j),(4.941273768193284-104.86811151648396j) ,(4.941273768275089-104.86811151657248j)
(-32.59234317655024+47.36131005647513j),(-32.59234317664254-47.36131005625682j) ,(-32.5923431765375-47.36131005647589j)
(34.577213101729484+21.647314435060927j),(34.57721310151588-21.647314435110324j) ,(34.57721310174058-21.647314435070754j)
(-48.50292807071074+69.25578797107168j),(-48.502928070755075-69.25578797107387j) ,(-48.50292807075305-69.25578797109299j)
(-38.07120876489995-94.91574726972149j),(-38.071208764899175+94.91574726962143j) ,(-38.071208764892184+94.91574726971106j)
(-73.0239638186377-1.227739469425389j),(-73.02396381863531+1.2277394694779602j) ,(-73.02396381863421+1.2277394694275543j)
(51.60547317964644+74.10142392498622j),(51.60547317960766-74.10142392493253j) ,(51.605473179644186-74.10142392497961j)
(77.55015039916495+50.21879937971852j),(77.55015039918312-50.21879937967692j) ,(77.55015039916792-50.21879937971442j)
(115.71400180387451+23.085790812402117j),(115.71400180365559-23.085790812309057j) ,(115.71400180387673-23.08579081241108j)
(-33.1797627382244+38.928182926267624j),(-33.17976273835785-38.92818292628783j) ,(-33.17976273821036-38.92818292626427j)
(85.52166312834882-4.90959221086789j),(85.52166312822007+4.909592210870745j) ,(85.52166312835948+4.909592210853937j)
(104.25199108514386+34.94093786575808j),(104.2519910848161-34.940937865780135j) ,(104.25199108514619-34.940937865776064j)
(-111.16615316051207-39.585305847124275j),(-111.16615316093458+39.58530584685812j) ,(-111.16615316050024+39.58530584712854j)
(-20.035925829431626-117.30834689020152j),(-20.035925829471683+117.30834688986536j) ,(-20.03592582942843+117.30834689020602j)
(-16.264622939229497-15.625064080783797j),(-16.26462293924976+15.625064080711775j) ,(-16.264622939208763+15.62506408079587j)
(-7.374790504046906+10.346722113146235j),(-7.374790504416801-10.346722113214557j) ,(-7.374790504049573-10.346722113146015j)
(21.95401105159568-9.126634814572636j),(21.95401105139139+9.126634814138226j) ,(21.954011051594204+9.126634814563594j)
(-81.05969977733628-46.4066955723024j),(-81.05969977718465+46.40669557203939j) ,(-81.05969977736132+46.40669557230032j)
(-12.13956262449058+2.4490970046098006j),(-12.139562624415646-2.449097004519789j) ,(-12.13956262449501-2.4490970046098717j)
(2.7824698563893406-105.30563735110104j),(2.782469856402326+105.30563735110307j) ,(2.7824698563934023+105.30563735110198j)
(-8.279369699454428-86.15917659993463j),(-8.279369699285581+86.15917660002653j) ,(-8.27936969948567+86.1591765999265j)
(23.914858210356726+6.474142772043336j),(23.914858210608067-6.474142771836285j) ,(23.914858210354655-6.474142772078839j)
(71.5144941829036+135.9674848591589j),(71.51449418306518-135.96748485866928j) ,(71.51449418290665-135.96748485916038j)
(115.05993888376481-127.324320038198j),(115.0599388836201+127.32432003843601j) ,(115.05993888377859+127.32432003818953j)
(79.34445305485228-58.81179800962883j),(79.34445305507134+58.81179800958464j) ,(79.34445305484734+58.81179800961998j)
(19.933379052893393+1.002866599417363j),(19.933379053123225-1.002866599032405j) ,(19.93337905288471-1.0028665994070352j)
(-12.517038352220247-11.34025011825737j),(-12.517038352346887+11.340250118568923j) ,(-12.517038352211202+11.34025011825544j)
(140.13871416810412-19.277288849577275j),(140.13871416799995+19.277288849632463j) ,(140.13871416810377+19.27728884956668j)
(-26.180904565175112-20.8496869341046j),(-26.180904565221155+20.849686934100056j) ,(-26.180904565164155+20.849686934096663j)
(-32.24044732039418+54.425382907977436j),(-32.24044732040444-54.425382907979284j) ,(-32.24044732038655-54.42538290799442j)
(113.92554588794388+109.97965780273702j),(113.92554588786706-109.97965780257732j) ,(113.92554588794277-109.97965780273492j)
(28.48291777875223-102.4360343202353j),(28.482917778432764+102.43603432025142j) ,(28.482917778777136+102.43603432023457j)
(-45.069012547902084+161.5034482951841j),(-45.069012547977565-161.5034482955221j) ,(-45.06901254789184-161.50344829519383j)
(30.777651443708308-16.43860241750767j),(30.777651443712564+16.438602417517654j) ,(30.777651443715737+16.438602417525907j)
(26.711738722656257-89.75526775706969j),(26.71173872271578+89.75526775697536j) ,(26.711738722647826+89.75526775708265j)
(148.82646216544074-1.0022989649317644j),(148.82646216546723+1.002298964803991j) ,(148.8264621654515+1.0022989649171983j)
(21.140070142131982+11.098411407770804j),(21.140070142248305-11.098411407940596j) ,(21.1400701421313-11.098411407793002j)
(80.4830833705702-102.23702288913535j),(80.48308337080785+102.23702288897735j) ,(80.48308337057415+102.23702288914058j)
(-57.82549050353093-71.9460204672516j),(-57.82549050340242+71.94602046738991j) ,(-57.82549050354024+71.94602046725663j)
(73.94515714011152-190.6119526127512j),(73.94515714019751+190.61195261259107j) ,(73.94515714023328+190.61195261270376j)
(-73.59527238833175+29.70471292099494j),(-73.59527238832611-29.704712920974124j) ,(-73.59527238832976-29.704712920994126j)
(110.76443126831897-25.657127113238886j),(110.76443126823006+25.657127113006553j) ,(110.76443126831401+25.657127113234246j)
(21.120957203859792+37.337407849743784j),(21.120957204023103-37.33740784975491j) ,(21.12095720385804-37.33740784974216j)
(5.250734913913753-54.754941873739604j),(5.250734913916029+54.75494187369814j) ,(5.250734913919203+54.75494187373634j)
(131.31050439935368+119.127656506372j),(131.3105043994863-119.12765650641606j) ,(131.31050439933864-119.12765650634435j)
(-72.84974778039356-36.10752068131058j),(-72.84974778003189+36.107520681388j) ,(-72.84974778038843+36.10752068131011j)
(3.3984646432424768+96.78826016151311j),(3.3984646435194534-96.78826016130436j) ,(3.398464643227541-96.78826016154875j)
(-121.70822834579897+140.08871259614315j),(-121.70822834576879-140.08871259582966j) ,(-121.7082283458234-140.0887125961411j)
(10.580300167103395+28.180493022854627j),(10.580300167075379-28.180493022818727j) ,(10.580300167089767-28.180493022868013j)
(54.67263706568569+67.28933286141526j),(54.672637065728004-67.28933286149747j) ,(54.67263706567167-67.28933286141013j)
(-63.35699758546124-112.67168488182065j),(-63.356997585257815+112.67168488175257j) ,(-63.35699758544115+112.67168488182898j)
(60.159742513972304-1.837343542663735j),(60.15974251393271+1.8373435426159936j) ,(60.15974251397739+1.837343542652894j)
(-105.33283657043722-77.70354429257205j),(-105.33283657028193+77.70354429206695j) ,(-105.33283657043177+77.70354429256116j)
(98.04697757924032-2.4780917717154836j),(98.04697757971454+2.4780917715184394j) ,(98.04697757924765+2.4780917717058126j)
(36.25508842739097+30.862516709078665j),(36.25508842766136-30.86251670890885j) ,(36.255088427371-30.862516709047583j)
(123.2388931503304-4.669373932133162j),(123.23889315049803+4.669373932294633j) ,(123.23889315032933+4.669373932130334j)
(17.235596939765124+16.45965699138245j),(17.23559693978818-16.45965699111303j) ,(17.2355969397481-16.459656991372945j)
(-46.83985069139704+25.966044148671752j),(-46.83985069153565-25.9660441484678j) ,(-46.83985069139467-25.96604414865832j)
(-89.1266944920469+109.75343848709127j),(-89.1266944921564-109.75343848711272j) ,(-89.12669449203244-109.75343848709078j)
(-120.75981695325356+29.919637334437503j),(-120.75981695324846-29.91963733431215j) ,(-120.75981695326908-29.919637334415782j)
(87.11217096598303-174.23636654800538j),(87.11217096585167+174.23636654814857j) ,(87.11217096594609+174.2363665480637j)
(75.07690431907294-61.01666864200057j),(75.07690431887846+61.01666864206824j) ,(75.07690431906911+61.01666864199968j)
(99.2130408824114-198.43946895568513j),(99.21304088220319+198.4394689555001j) ,(99.21304088239154+198.43946895568644j)
(111.88807662364914+58.05146704404882j),(111.88807662358201-58.05146704411695j) ,(111.88807662366867-58.05146704404052j)
(10.377861179433772+40.90134005931506j),(10.377861179185164-40.90134005942414j) ,(10.37786117942268-40.901340059309746j)
(74.2842700821011+53.529137131089286j),(74.28427008200279-53.5291371315798j) ,(74.28427008211253-53.5291371310977j)
(73.57135741791481+46.202802521032005j),(73.57135741811452-46.202802521225635j) ,(73.57135741791097-46.20280252103552j)
(-3.415404077176035+86.48534654511658j),(-3.415404076969054-86.48534654533194j) ,(-3.41540407716694-86.48534654513278j)
(-20.29532554784889+72.3162889007565j),(-20.29532554752273-72.31628890112367j) ,(-20.295325547878925-72.31628890078485j)
(123.14493033671087+21.25294073732074j),(123.14493033747874-21.252940737304442j) ,(123.14493033671124-21.2529407373483j)
(146.51003896620696-122.51546925518835j),(146.51003896657488+122.5154692553025j) ,(146.51003896624343+122.51546925517606j)
(16.470512700475325+28.746217754897295j),(16.470512700995496-28.74621775462701j) ,(16.470512700470294-28.746217754878995j)
(54.68342180866553+82.2909682044835j),(54.68342180879007-82.29096820429001j) ,(54.68342180867219-82.2909682045271j)
(-20.67643790429881+10.585927402999008j),(-20.67643790417346-10.58592740293899j) ,(-20.67643790421566-10.585927403043641j)
(115.67988611877794-189.80044210140875j),(115.67988611872832+189.80044210153073j) ,(115.6798861188322+189.80044210139948j)
(64.21497381492162-23.08019710035953j),(64.21497381456429+23.080197100231324j) ,(64.21497381493066+23.08019710037633j)
(-15.654684297266428-3.2834871491758157j),(-15.654684297465174+3.283487149086513j) ,(-15.654684297262122+3.2834871491684865j)
(-53.7063245212135-55.22276631441041j),(-53.706324521277374+55.222766314242165j) ,(-53.70632452118682+55.222766314380145j)
(-18.934795917549472+43.123213485399006j),(-18.93479591749511-43.12321348525505j) ,(-18.934795917575684-43.12321348537361j)
(20.377834013174066+115.66367831336524j),(20.377834013191332-115.66367831292611j) ,(20.377834013125455-115.66367831334647j)
(-54.26510750101267+48.25752787400868j),(-54.26510750079511-48.25752787336128j) ,(-54.265107500914304-48.2575278739451j)
(-127.18312109301843-163.2168094374593j),(-127.18312109337967+163.21680943784196j) ,(-127.18312109303416+163.21680943738386j)
(21.9830079605348+10.993716084311355j),(21.98300796049692-10.993716084210021j) ,(21.983007960567775-10.993716084306811j)
(38.354819566914756+9.36729694281587j),(38.35481956700565-9.367296942885254j) ,(38.35481956697576-9.367296942851102j)
(-51.22210883643741+74.7960688095992j),(-51.2221088360952-74.79606880994407j) ,(-51.2221088364396-74.79606880958251j)
(-11.719763279221546+42.85445359660066j),(-11.719763278704116-42.854453596505714j) ,(-11.719763279216473-42.854453596650025j)
(-34.974684373265326-27.476362718309502j),(-34.97468437314405+27.476362718144497j) ,(-34.97468437327184+27.476362718343072j)
(38.13263376483503+8.053919392466433j),(38.13263376498601-8.05391939244487j) ,(38.13263376482146-8.05391939243503j)
(168.77005134787058+4.2506802839898725j),(168.77005134792307-4.250680284016525j) ,(168.77005134787314-4.250680283989219j)
(92.34602457804546-8.526517760519816j),(92.3460245780629+8.52651776068496j) ,(92.34602457807786+8.526517760544806j)
(37.237788698316365-65.73106088360284j),(37.23778869825493+65.73106088375182j) ,(37.23778869833004+65.73106088363382j)
(26.43054090812852-59.420585660120096j),(26.430540908090677+59.4205856603652j) ,(26.43054090811733+59.42058566014614j)
(-77.19693091978064-39.97751735865045j),(-77.19693091978344+39.97751735871445j) ,(-77.19693091976725+39.97751735866878j)
(-115.51421655306632-121.96750467732454j),(-115.51421655290005+121.96750467761856j) ,(-115.51421655307749+121.9675046773454j)
(97.39273185101106+36.562075829696084j),(97.39273185113565-36.56207582948936j) ,(97.39273185097883-36.562075829710196j)
(67.74955245735705+2.825734857338034j),(67.74955245747731-2.8257348572677756j) ,(67.74955245737927-2.825734857374954j)
(-93.37792404349625-37.22759588174974j),(-93.37792404343938+37.227595881717754j) ,(-93.37792404349163+37.22759588170321j)
(193.18023988626925+22.049169209080993j),(193.18023988624702-22.04916920903959j) ,(193.1802398862577-22.049169209067365j)
(-96.9548196069397-40.51809741466885j),(-96.95481960701764+40.518097414821284j) ,(-96.95481960693888+40.51809741468457j)
(51.40853045986446+82.07397179533405j),(51.4085304595241-82.07397179515571j) ,(51.408530459862746-82.07397179536565j)
(-43.273210275938816-38.10432319525356j),(-43.273210276319034+38.10432319520589j) ,(-43.27321027595178+38.10432319527733j)
(-77.0201461245386+79.86742644664781j),(-77.02014612436575-79.86742644662722j) ,(-77.02014612444918-79.8674264466273j)
(12.42743941359469+69.82734368333495j),(12.427439413901062-69.82734368292256j) ,(12.427439413588573-69.82734368330986j)
(-73.52319410032175+40.35900522152037j),(-73.52319410045843-40.35900522112106j) ,(-73.52319410039995-40.35900522142927j)
(32.708505585234285+8.513399725497926j),(32.708505585312665-8.513399725367139j) ,(32.70850558522639-8.51339972547887j)
(103.88801289030874+23.941268945068686j),(103.88801289047707-23.941268945072203j) ,(103.8880128903387-23.941268945087074j)
(-58.79527059922147-0.9850665122247264j),(-58.79527059935975+0.9850665121666538j) ,(-58.79527059921207+0.9850665122387632j)
(-46.83343776337317+35.93897175807149j),(-46.83343776323213-35.93897175820954j) ,(-46.83343776338282-35.93897175804433j)
(93.3437238802666-49.13029451072802j),(93.34372388024974+49.13029451075704j) ,(93.34372388027172+49.130294510713675j)
(-49.99885525831095-152.34442116760545j),(-49.99885525818492+152.3444211676282j) ,(-49.99885525829279+152.3444211676122j)
(-105.20607127749314-16.331731640413338j),(-105.20607127726133+16.331731640592544j) ,(-105.20607127750465+16.331731640395358j)
(-56.953732098858666-40.731487326015944j),(-56.953732098756035+40.73148732642803j) ,(-56.95373209889668+40.73148732599766j)
(-8.708321345611203-10.040950323137132j),(-8.70832134552137+10.040950323375876j) ,(-8.708321345586787+10.04095032314477j)
(-15.55545366731316-158.10388118159716j),(-15.555453667272467+158.10388118195598j) ,(-15.555453667355444+158.10388118167165j)
(-29.895165578353947+71.34488538162245j),(-29.895165578341356-71.34488538156181j) ,(-29.895165578326058-71.34488538161324j)
(-41.460287742806216-72.66730421381371j),(-41.460287742632744+72.66730421387513j) ,(-41.46028774279403+72.66730421387464j)
(70.91945499101266+35.75288561906864j),(70.91945499105788-35.752885619008225j) ,(70.91945499100001-35.752885619042715j)
(-179.35345434335278+78.05462130870423j),(-179.3534543432368-78.05462130870147j) ,(-179.3534543433513-78.05462130872831j)
(52.192570291570824-55.826755388936235j),(52.19257029151497+55.82675538902675j) ,(52.19257029164304+55.82675538896668j)
(47.77651372109568-79.77337370990553j),(47.77651372115096+79.77337370989036j) ,(47.77651372116661+79.77337370993072j)
(110.15895063153546+66.00936947531898j),(110.158950631427-66.00936947507152j) ,(110.15895063152288-66.0093694752897j)
(-4.099820707721378-36.1758123265797j),(-4.099820707712264+36.175812326766234j) ,(-4.0998207076760735+36.17581232656158j)
(37.70932242714981+29.755410784489136j),(37.709322427085674-29.755410784304644j) ,(37.70932242713058-29.755410784479245j)
(33.458170830020705+111.87750567885342j),(33.45817083014315-111.87750567880798j) ,(33.45817082998596-111.87750567885908j)
(93.80321005178564+10.72566773151182j),(93.8032100519834-10.72566773130783j) ,(93.80321005180821-10.725667731524293j)
(-110.1599828714497-110.09671542198377j),(-110.15998287131669+110.09671542201275j) ,(-110.15998287140783+110.09671542200202j)
(51.42627678013129-70.26476816416329j),(51.42627678043566+70.26476816436079j) ,(51.42627678012555+70.2647681641746j)
(43.6455689998125-7.597593961086623j),(43.645568999884446+7.597593961428382j) ,(43.645568999794015+7.597593961111471j)
(41.23168130851112+2.523993755196308j),(41.23168130878894-2.523993754883776j) ,(41.23168130876108-2.5239937551152565j)
(-33.56502249157848+81.9876965073195j),(-33.565022491781946-81.98769650716747j) ,(-33.56502249162942-81.98769650734732j)
(-98.36805544551973-151.78195265711759j),(-98.36805544564069+151.78195265721425j) ,(-98.36805544553201+151.78195265715j)
(127.65014947538904-88.32677393254096j),(127.65014947525225+88.32677393249028j) ,(127.65014947543742+88.32677393254856j)
(-67.59182680794368-24.43806526107481j),(-67.59182680799618+24.43806526116886j) ,(-67.59182680788035+24.438065261141748j)
(134.5907422684592-46.588957396111056j),(134.59074226834613+46.58895739595241j) ,(134.59074226849256+46.58895739615048j)
(64.59389921771026-21.6832834156016j),(64.59389921790056+21.683283415646844j) ,(64.59389921770709+21.68328341559969j)
(70.53894873961998+64.18030773180098j),(70.53894873967768-64.18030773176855j) ,(70.53894873963152-64.1803077318142j)
(-77.02583833979185+8.316717781091796j),(-77.02583833962393-8.316717781050425j) ,(-77.02583833973392-8.316717781084694j)
(-66.78741394904668+8.727216810024402j),(-66.78741394895256-8.727216809921739j) ,(-66.78741394906032-8.727216809968832j)
(-89.84379633441284+70.0354944459346j),(-89.84379633410992-70.03549444569364j) ,(-89.8437963343844-70.03549444594626j)
(-48.80572664350869+69.74607980755728j),(-48.80572664356588-69.74607980742384j) ,(-48.80572664350798-69.74607980757538j)
(-83.1433683441993+104.0069729160216j),(-83.14336834420995-104.00697291599649j) ,(-83.14336834422248-104.00697291601698j)
(-71.48679722698988+66.71484603701174j),(-71.48679722683259-66.71484603687261j) ,(-71.48679722700325-66.71484603705191j)
(107.46091997407396+12.817310506979751j),(107.460919974044-12.817310506784018j) ,(107.4609199740507-12.817310507003427j)
(-19.073038800333475-37.934196282437526j),(-19.073038800174682+37.93419628266796j) ,(-19.07303880024884+37.934196282481196j)
(39.96035584082926-27.56918121266719j),(39.960355840956574+27.56918121275043j) ,(39.9603558407923+27.569181212631488j)
(78.5765383699255-32.525127902206584j),(78.57653836998871+32.52512790261383j) ,(78.57653836990107+32.525127902199145j)
(79.31019055906847-120.79957913749963j),(79.31019055873792+120.79957913779555j) ,(79.31019055891142+120.79957913759097j)
(-49.735412608964836+174.61070117743765j),(-49.735412609015086-174.61070117725234j) ,(-49.73541260890845-174.6107011774091j)
(-54.176672030431405-70.5959319941261j),(-54.17667203072113+70.59593199428417j) ,(-54.176672030499354+70.59593199417506j)
(47.377789866216105+51.99103654970204j),(47.37778986612942-51.99103654989261j) ,(47.37778986619075-51.991036549776965j)
(157.67229866262545+133.2480531781561j),(157.6722986625575-133.2480531782419j) ,(157.67229866264017-133.24805317818414j)
(23.83229160574244+32.28420562832965j),(23.83229160571005-32.28420562838209j) ,(23.832291605736074-32.284205628258846j)
(-61.56080103499296+12.71622172947739j),(-61.56080103495747-12.716221729436576j) ,(-61.56080103500941-12.716221729466636j)
(19.015830341597546-17.099776764178834j),(19.015830341529+17.099776764595266j) ,(19.01583034159397+17.0997767642559j)
(-34.26235563883167+45.33660239704621j),(-34.26235563897499-45.33660239681688j) ,(-34.2623556388204-45.336602397080824j)
(24.350077315613017-90.95976218986021j),(24.35007731535488+90.95976218999289j) ,(24.350077315612705+90.95976218985159j)
(-47.390665256666026-136.10456920075245j),(-47.39066525680654+136.10456920086511j) ,(-47.39066525668163+136.10456920079156j)
(5.7235720745573495-82.53444466239407j),(5.723572074462368+82.53444466244278j) ,(5.723572074549413+82.5344446624149j)
(80.06970040438199+67.47165366759674j),(80.06970040446456-67.47165366757801j) ,(80.06970040438573-67.47165366759162j)
(10.242661150070155-130.74849895405703j),(10.242661150173499+130.7484989541863j) ,(10.24266115008561+130.7484989540578j)
(-62.69870139057516-72.83046365488931j),(-62.698701390344155+72.83046365510917j) ,(-62.69870139056931+72.83046365488153j)
(24.51723078546656+149.7064537468633j),(24.517230785434165-149.70645374659887j) ,(24.51723078547209-149.7064537468225j)
(97.65146549608383-68.32448575379509j),(97.6514654958621+68.32448575413038j) ,(97.65146549608045+68.32448575385341j)
(127.3347652885378-64.4171569515739j),(127.33476528800512+64.41715695151834j) ,(127.3347652885459+64.41715695158999j)
(-0.433920955092681+18.76018282755947j),(-0.433920955294421-18.76018282773883j) ,(-0.4339209550588379-18.760182827491413j)
(116.19555318241426-23.74469182870724j),(116.1955531822591+23.744691828654602j) ,(116.19555318243238+23.74469182869462j)
(-65.29235609024298+14.033223527544806j),(-65.29235609058561-14.033223527445049j) ,(-65.2923560902444-14.033223527564399j)
(-59.825809410462654+30.16391256231907j),(-59.82580941075-30.1639125625378j) ,(-59.8258094105023-30.163912562349395j)
(28.496071162805563-41.64979448456178j),(28.496071162770612+41.64979448465914j) ,(28.496071162833594+41.64979448460116j)
(151.7030118747428+11.541424221132146j),(151.70301187477583-11.541424220907757j) ,(151.70301187482335-11.541424221170544j)
(62.7659016476708+27.109999683501734j),(62.76590164792322-27.10999968361685j) ,(62.7659016481259-27.109999683768294j)
(114.77952146125324-3.7999904070330004j),(114.7795214611696+3.7999904070729515j) ,(114.77952146127254+3.7999904069679573j)
(-9.742076540911306-86.89702015685225j),(-9.742076541071+86.89702015698609j) ,(-9.742076540927652+86.89702015684094j)
(4.618013762396014-215.87041857304143j),(4.618013762138062+215.8704185730255j) ,(4.618013762377899+215.87041857302967j)
(32.85417233714939+73.72285577729389j),(32.85417233696361-73.72285577728036j) ,(32.85417233714189-73.7228557772276j)
(0.998020784755191-76.73028941665228j),(0.9980207846443889+76.73028941643308j) ,(0.9980207846971325+76.73028941667356j)
(62.58618237086757-57.11451401861625j),(62.5861823710017+57.11451401857504j) ,(62.58618237081302+57.11451401861814j)
(-85.53479739006444-20.26407067439547j),(-85.53479739014352+20.264070673751377j) ,(-85.53479739014449+20.264070673837963j)
(103.11291841179825+67.89943983062317j),(103.11291841190706-67.899439830895j) ,(103.11291841181733-67.89943983060486j)
(-69.67161558887462+59.14309596743165j),(-69.67161558856476-59.14309596745193j) ,(-69.67161558887048-59.143095967411625j)
(92.6384027695762+85.20214599474481j),(92.63840276966684-85.20214599470502j) ,(92.63840276960828-85.20214599479273j)
(-81.90795073877563+103.62429508826223j),(-81.90795073885405-103.62429508783806j) ,(-81.90795073875633-103.62429508826786j)
(-13.186295357692131+25.292922767220112j),(-13.186295357927687-25.292922767054034j) ,(-13.186295357779638-25.292922767256716j)
(81.28991910448579-25.654433626404874j),(81.28991910454425+25.654433626614782j) ,(81.2899191044973+25.65443362638665j)
(2.6805555064760966+31.02805687730735j),(2.6805555067398243-31.02805687704903j) ,(2.680555506476658-31.028056877308266j)
